original_query,changed_query
급하게 돈이 필요해 대출을 알아보다가 상담사를 통해서 알아보고끝내 대출이 부결을 받아 어찌해야되나 막막하던때상담사한테 연락받고 이례적으로 무슨업체를 통해서 제가 햇살론 15 라는 상품을 받아서 상대업체가 기존 햇살론의 잔액을 주고 제가 상환하고 햇살론 재대출받아 상환금액+수임료를 지불하는 방식으로 진행해드릴수있다라고 하셨고 지푸라기잡는 심정이라 알겠다 하겠다 해서 업체에서 말하기를 햇살론15 상품을 받으시면 수임료 20%를 받고 상환금액을 내드리고 제가 처리를하고 재대출을 실행하면 재대출금의 20%+상환금액을 수임료로 돌려받는다라고 설명해주더라고요 그래서 알겠다하고 미팅을 잡아서 날짜를 잡자고 하고 통화를 끝냈는데 끝내놓고 생각하니 사기아닌가? 불법아닌가? 라는 생각이 떠나질않더라고요.. 정상이 아닌거 같은데 제가 생각하고있는게 맞나여?,제가 받은 대출 제안이 합법적인지 어떻게 확인할 수 있을까요?
대포통장 관련으로 법원에서 300만원 벌금형을 받고 갚고있는중입니다 아직 덜갚았는데 다갚고 해당은행에 내용증명서를 보내면 주식계좌 개설도 바로가능할까요 알아보니 최대3년후에 개설이된다고하는데 아니면 벌금을 다해결하여도 3년동안 개설이 불가능할까요..?,"대포통장 관련 문제로 벌금형을 받고 갚는 중입니다. 벌금을 다 갚고 은행에 내용증명서를 보내면 주식계좌 개설이 바로 가능할까요? 최대 3년 후에 개설이 가능하다고 하는데, 벌금을 다 해결하면 3년을 기다리지 않아도 될까요?"
"안녕하세요 미국주식을 하고 있는 30대 남성입니다.최근 미국주식을 청산하려고 하는데 세금이 대략 22%라 고민이 많습니다.주식 청산한 금액으로 갖고있는 빚들을 청산하고자 하는데와이프에게 미국주식을 양도(증여)한후 매도를 할경우그에따른 22% 세금이 발생하지 않는다고 알고있습니다.이후 와이프의 미국계좌에서 주식을 매도한 금액으로저에게 이체하지않고,제가 빚진 기관 (1금융 은행)에 직접 입금할경우1. 이런경우에도 부부간 금전거래로 세금이 발생하는지 궁금합니다(증여세나, 양도세)2. 빚은 바로 갚는게 아니고, 일정기간 지난후(1달~6달) 상환할 예정입니다.제가 이렇게 말하니 목적이 탈세같이 보이긴 하지만이런 경우에도, 탈세로 볼수 있나요? ? (1억 미만입니다)","미국주식을 청산하려고 하는데, 세금 문제로 고민 중입니다. 주식을 처분한 후 세금이나 다른 재정적 의무가 발생할 수 있는지 궁금합니다."
제가 한순간에 혹해서 보험사기를 첫습니다 사기친건 아는 동생하고 오토바이로 고의로 사고를 내서 편취하였습니다.편취 금액은 50만원 정도 입니다 하면안되는걸 알면서도 저도 너무 급한 마음에 해버렸습니다.사기건은 1건이고 경찰조사때 입금받은 내역 하고 성실히 거짖ㅇ없이 이야기 했습니다 그리고 이거말고 작년에 보험사기가 아닌 인터넷 사기로 벌금 100만원 낸 기록이 있습니다이번 보험사기 이후로 다른짖은 절대로 한게 없습니다 그이후 어쩌다보니 저도 한가정에 가장이 되어 먹여살려야할 식구가 있습니다 그래서 나쁜짖은 더이상 안하고 죽어라 일만 하고 있습니다그런대 오늘 구공판 되었다는 카톡을 받았습니다 이럴경우에는 구속 가능성이 큰지 일고 싶습니다 너무 두서가 없이 입력했내요1.작년에 인터넷 사기로 100만원 벌금 형이 있습니다2.이번 보험사기로 편취금액은 50만원 정도 입니다3.벌금이나 집행유예 가능성이 있는지 알고 싶습니다4.구속이 된다면 법정구속인지 아니면 또 기한을 주는지 알고싶습니다,"작년에 인터넷 사기로 벌금을 받은 기록이 있고, 이번에는 보험사기로 50만원을 편취하였습니다. 이러한 상황에서 벌금이나 집행유예 가능성이 있는지, 그리고 법정구속 가능성이나 다른 절차가 있는지 알고 싶습니다."
사기죄로 저번에 벌금30만원을 냈는데 이번에제가 사기친건아니고 어떤사람한테 계좌를빌려주어 500만원가량 들어와서 그걸제가 썻습니다 알고보니 그게 사기친돈이던데 저는 횡령죄에 될수도있다하던데 재판을받게되는데 형량이 얼마정도나올까요? 실형이 나올수잇을까요?,"저는 계좌를 빌려 준 대가로 500만원을 사용했는데, 그 돈이 사기와 관련된 것으로 밝혀졌습니다. 이런 경우에 제가 받을 수 있는 법적 처벌은 어떻게 될까요?"
대형마트에서 물건을 구입할때 할인된 다른가격 스티커를 구입하려는 물건에 부착하여 저렴하게 구입하였다고 합니다마트쪽에서 경찰에 신고하여 조사를받았고 죄를인정하며 선처를 호소했다고합니다어떠한 이력없는 초범이고 4일에 걸처 총 11개 제품에 차액은대략15만원 정도 된다고 합니다물품은 식품이라고 하네요오늘 경찰에서 검찰에 송치한다고 문자왔다고 하는데어떻해 대처를 해야할지 도움을 줘야할지 모르겠네요질문1. 죄명이 일반사기가 아니라서 무거워보이는데 어떻해 대처를 해야할까요?2. 변호사님을 선임 해야할까요?3. 기소유예는 가능할까요?4. 벌금이 나온다면 많이 나올까요?,"대형마트에서 발생한 사건에 대해 어떻게 대처해야 할까요? 변호사를 선임해야 하는지, 기소유예가 가능한지, 벌금 예상 금액은 어떻게 될지 궁금합니다."
보이스피싱 수거책 새끼 현금 전달하는 현장에서경찰이랑 바로 검거했는데요2500만원 건내받으려고 하다가 잡았는데1. 합의금 얼마나 요구할 수 있나요?2. 민사소송으로 손해배상도 신청할 수 있나요?3. 사기미수라도 사기치려는 액수가 크면 합의금도 커지나요?,"1. 보이스피싱 관련 사건에서 합의금을 어느 정도 받을 수 있을까요?  
2. 민사소송을 통해 손해배상을 청구할 수 있는 방법이 있을까요?  
3. 사기 미수 사건에서 시도한 금액이 클 경우 합의금이 증가하나요?"
사기죄로 고소당했고 제가 속이고 돈을 빌린게 맞기 때문에 사기죄를 바로 인정할 생각이고 반성하려고 합니다. 그런데 그래도 징역형은 면하고 선처를 받고 싶은데 사기죄 합의가 대단히 중요하다고 알고 있습니다. 하지만 제가 당장은 돈이 없고 돈을 벌어야 하고 6개월 후에는 들어올 돈이 꽤 됩니다. 기간만 있으면 피해금 전부 지급하고 사기죄 합의를 할 수 있을 것으로 생각합니다. 이제 경찰조사를 받아야 하는데 사기죄 합의 기간은 얼마나 있을까요?,사기죄 문제를 해결하기 위해 필요한 합의 기간은 어떻게 되나요?
오픈 카톡에서 pi코인 거래를 할려고 제가 먼저 pi코인을 전송 시켜줬는데 상대방이 입금을 안 해주고 튀었습니다.. 상대방 전화번호는 알고 있는데 어떤 사람들 말로는 pi코인은 아직 상장 되지 않은 코인이여서 거래하는거 자체가 불법이라 신고해도 못 잡을 가능성이 높다고 하던데 맞나요..? 정확히 아시는 분들만 알려주세요ㅠㅠ,Pi코인 거래 관련 문제로 도움을 받을 수 있는 방법이 있을까요? 상대방과의 연락이 두절된 상황입니다.
"죄명:전기통신금융사기피해방지및피해금환급에관한특별법위반방조, 컴퓨터등사용사기방조자금세탁책 역할을 맡아 자금세탁관리자에게 받은 타인의 정보로 도박사이트에 가입하고 이 아이디와 비밀번호를 자금세탁관리자에게 제공함이로써 피해자로부터 재산상 이익을 취득하게 하는것을 용이하게하고 이를 방조함처음엔 불법도박사이트란것만 알고 범죄에 가담했으나 알고보니 보이스피싱이였고 이를 알고도자금이 필요하자 범행을 지속함이조직은 점조직형태로 되어있었으나 처음부터 이게 조직이란걸 몰랐음다만 자금세탁관리자 한명에게서만 정보를 공유함불법사이트에서 얼마가 오가고 그런건 일절몰랐다가 경찰조사단계에서 알게된 정보는점조직전체로는 피해액이 수십억이며 피해자도 70명가량자금세탁관리자와의 사이에서는 피해자는7명 피애액은 4억원가량다른 조직원들은 전부 구속된걸로 알고있고예외적으로 불구속이 되었습니다변호사상담을 받았더니 요즘추세로는 단체로 묶어서 처벌하는추세이고 방조혐의가 잘 안뜨는데그나마 방조로된걸 다행이라고 생각하라고합니다 불구속된것도 조금 의외라고합니다4억이란 금액에 합의를 할수도 없는상황이며..변호사선임할돈도 없습니다..주변에서는 설령 변호사선임할돈있으면 그걸로 합의보는게 더 낫다고합니다일단 국선변호사를 선임할수밖에 없는 상황입니다..법에대해 무지하여 공소장이 날라왔는데 의견서?뭘 어떻게 적어야할지 이런걸 하나도 모르겠습니다이런것도 변호사상담으로 도움을 받을수 있을까요..앞으로 뭐라도해야하는데 뭘해야할지 모르겠습니다..그리고 요즘추세라면 피해액변제가 이뤄지지않았을때이정도 범죄사실에대해서 검사는 구형을 어느정도 하는추세인지실제 판결을 어떻게 나는지 알고싶습니다..(모든종합적요소에따라 다른거 알고있습니다 대략적으로 알고싶습니다)","변호사 상담을 통해 공소장에 대한 의견서를 어떻게 작성해야 할지 도움을 받을 수 있을까요, 그리고 이와 관련하여 어떤 조치를 취해야 할지에 대한 조언을 받을 수 있을지 궁금합니다."
제가 100만원을 상품권을 발송을 못해서 잠수를 타버렸습니다현재 다른분에께는 다 드렸지만 그분에게만 못드렸습니다돈을 마련해서 드릴려고하는데사기죄에 해당될까요 ?돌려막기하다보니 끝도없이 부족해졌네요너무 겁나고 연락도 못보고있습니다 ..자수하는게 나을까요 ?,제가 물건을 제때 보내지 못했습니다. 어떻게 해결할 수 있을까요?
네이버카페. 밴드등 10만 차용 일주일18상환30차용 일주일50상환50차용 80상환하루연체료 5만원이렁상환인데전화번호를 아는사람도잇고 아예카톡으로만거래하는사람이잇는데 이거신고해보신분계신가요...이제 집에다찾아가고 뭐 가족들한테 제가차용증이랑찍어준사진이랑다뿌리고지인들한테도다뿌린다는데 ....신고해보신분말좀햐주세요,네이버카페 등의 거래 관련 정보를 문의해 본 적이 있으신가요? 신고 경험이 있다면 의견을 공유해 주실 수 있을까요?
안녕하세요 고액알바 수거책 알바 인지도 모르고5일을 일하고 보이스피싱 피의자로경찰서에 붙잡혀서 조사중입니다.. 불법적인 알바인줄 몰랐어요...한번 의심을 했어야 했는데.. 너무 후회스럽습니다..ㅜㅜ 어떡하면 좋을까요..ㅜ그 회사는 저를 완전히 차단한것 같습니다..,"안녕하세요, 의도치 않게 문제가 되는 일에 연루되었습니다. 어떻게 하면 좋을까요?"
제가 작년쯤 전 남자친구 명의로 몰래 하나개통을했습니다 그래서 저는 돈안갚은거랑 명의도용 폰 판매 한걸로 이번에 신고를 당했는데 저희 집이 형편이 매우 어려워서 갚지도 못하고있고 저는 지적장애가 있고 정신병원 11번 입원했고 질병은 양극성정동장애 공황장애 알콜의존증 를 앓고있습니다 금액은 예상 500~600백 인거같고 아직 조사연락은 없는데 출석때 진단서 소견서 입원확인서를 때갈예정인데 처벌수위는 어떻게될까요..? 들어갈까봐 겁이나서요..,제가 법적 문제와 관련하여 처벌 수위에 대한 일반적인 정보를 알고 싶습니다. 어떻게 해야 안전하게 대처할 수 있을까요?
